data;total_multas;total_acidentes
2010-10-07;;565
2010-10-08;;663
2010-10-09;;673
2010-10-10;;514
2010-10-11;;461
2010-10-12;;519
2010-10-13;;512
2010-10-14;;449
2010-10-15;;532
2010-10-16;;496
2010-10-17;;477
2010-10-18;;552
2010-10-19;;391
2010-10-20;;444
2010-10-21;;426
2010-10-22;;514
2010-10-23;;598
2010-10-24;;486
2010-10-25;;463
2010-10-26;;492
2010-10-27;;446
2010-10-28;;429
2010-10-29;;606
2010-10-30;;671
2010-10-31;;505
2010-11-01;;471
2010-11-02;;491
2010-11-03;;466
2010-11-04;;426
2010-11-05;;602
2010-11-06;;604
2010-11-07;;455
2010-11-08;;459
2010-11-09;;446
2010-11-10;;556
2010-11-11;;495
2010-11-12;;709
2010-11-13;;810
2010-11-14;;516
2010-11-15;;623
2010-11-16;;633
2010-11-17;;467
2010-11-18;;405
2010-11-19;;508
2010-11-20;;499
2010-11-21;;493
2010-11-22;;524
2010-11-23;;457
2010-11-24;;520
2010-11-25;;512
2010-11-26;;646
2010-11-27;;522
2010-11-28;;462
2010-11-29;;452
2010-11-30;;467
2010-12-01;;497
2010-12-02;;540
2010-12-03;;586
2010-12-04;;606
2010-12-05;;557
2010-12-06;;559
2010-12-07;;482
2010-12-08;;499
2010-12-09;;548
2010-12-10;;599
2010-12-11;;656
2010-12-12;;624
2010-12-13;;692
2010-12-14;;512
2010-12-15;;645
2010-12-16;;622
2010-12-17;;716
2010-12-18;;684
2010-12-19;;680
2010-12-20;;551
2010-12-21;;571
2010-12-22;;657
2010-12-23;;992
2010-12-24;;860
2010-12-25;;438
2010-12-26;;667
2010-12-27;;550
2010-12-28;;534
2010-12-29;;494
2010-12-30;;636
2010-12-31;;675
2011-01-01;;481
2011-01-02;;775
2011-01-03;;696
2011-01-04;;549
2011-01-05;;472
2011-01-06;;485
2011-01-07;;530
2011-01-08;;539
2011-01-09;;527
2011-01-10;;601
2011-01-11;;476
2011-01-12;;483
2011-01-13;;525
2011-01-14;;630
2011-01-15;;626
2011-01-16;;564
2011-01-17;;547
2011-01-18;;510
2011-01-19;;450
2011-01-20;;491
2011-01-21;;583
2011-01-22;;553
2011-01-23;;534
2011-01-24;;467
2011-01-25;;461
2011-01-26;;430
2011-01-27;;503
2011-01-28;;562
2011-01-29;;552
2011-01-30;;537
2011-01-31;;558
2011-02-01;;447
2011-02-02;;443
2011-02-03;;477
2011-02-04;;571
2011-02-05;;571
2011-02-06;;558
2011-02-07;;469
2011-02-08;;445
2011-02-09;;463
2011-02-10;;528
2011-02-11;;557
2011-02-12;;531
2011-02-13;;508
2011-02-14;;588
2011-02-15;;482
2011-02-16;;471
2011-02-17;;488
2011-02-18;;562
2011-02-19;;539
2011-02-20;;525
2011-02-21;;487
2011-02-22;;477
2011-02-23;;522
2011-02-24;;485
2011-02-25;;583
2011-02-26;;580
2011-02-27;;534
2011-02-28;;586
2011-03-01;;483
2011-03-02;;538
2011-03-03;;613
2011-03-04;;1001
2011-03-05;;1100
2011-03-06;;632
2011-03-07;;431
2011-03-08;;528
2011-03-09;;623
2011-03-10;;563
2011-03-11;;525
2011-03-12;;434
2011-03-13;;496
2011-03-14;;399
2011-03-15;;395
2011-03-16;;437
2011-03-17;;443
2011-03-18;;531
2011-03-19;;548
2011-03-20;;442
2011-03-21;;424
2011-03-22;;466
2011-03-23;;483
2011-03-24;;440
2011-03-25;;536
2011-03-26;;541
2011-03-27;;512
2011-03-28;;468
2011-03-29;;474
2011-03-30;;469
2011-03-31;;472
2011-04-01;;558
2011-04-02;;528
2011-04-03;;502
2011-04-04;;531
2011-04-05;;481
2011-04-06;;445
2011-04-07;;473
2011-04-08;;608
2011-04-09;;579
2011-04-10;;530
2011-04-11;;451
2011-04-12;;482
2011-04-13;;468
2011-04-14;;479
2011-04-15;;599
2011-04-16;;521
2011-04-17;;474
2011-04-18;;490
2011-04-19;;515
2011-04-20;;798
2011-04-21;;1030
2011-04-22;;329
2011-04-23;;427
2011-04-24;;931
2011-04-25;;615
2011-04-26;;445
2011-04-27;;410
2011-04-28;;476
2011-04-29;;529
2011-04-30;;510
2011-05-01;;485
2011-05-02;;463
2011-05-03;;487
2011-05-04;;448
2011-05-05;;519
2011-05-06;;617
2011-05-07;;632
2011-05-08;;522
2011-05-09;;540
2011-05-10;;452
2011-05-11;;442
2011-05-12;;483
2011-05-13;;557
2011-05-14;;562
2011-05-15;;589
2011-05-16;;539
2011-05-17;;431
2011-05-18;;472
2011-05-19;;516
2011-05-20;;637
2011-05-21;;578
2011-05-22;;542
2011-05-23;;496
2011-05-24;;409
2011-05-25;;460
2011-05-26;;498
2011-05-27;;583
2011-05-28;;547
2011-05-29;;478
2011-05-30;;464
2011-05-31;;436
2011-06-01;;501
2011-06-02;;474
2011-06-03;;629
2011-06-04;;590
2011-06-05;;509
2011-06-06;;489
2011-06-07;;562
2011-06-08;;465
2011-06-09;;609
2011-06-10;;660
2011-06-11;;550
2011-06-12;;597
2011-06-13;;468
2011-06-14;;520
2011-06-15;;479
2011-06-16;;524
2011-06-17;;590
2011-06-18;;557
2011-06-19;;437
2011-06-20;;471
2011-06-21;;504
2011-06-22;;658
2011-06-23;;600
2011-06-24;;447
2011-06-25;;449
2011-06-26;;666
2011-06-27;;522
2011-06-28;;456
2011-06-29;;493
2011-06-30;;501
2011-07-01;;595
2011-07-02;;577
2011-07-03;;490
2011-07-04;;479
2011-07-05;;502
2011-07-06;;459
2011-07-07;;508
2011-07-08;;660
2011-07-09;;649
2011-07-10;;570
2011-07-11;;536
2011-07-12;;472
2011-07-13;;475
2011-07-14;;531
2011-07-15;;669
2011-07-16;;637
2011-07-17;;542
2011-07-18;;502
2011-07-19;;434
2011-07-20;;442
2011-07-21;;483
2011-07-22;;626
2011-07-23;;668
2011-07-24;;571
2011-07-25;;491
2011-07-26;;446
2011-07-27;;495
2011-07-28;;507
2011-07-29;;613
2011-07-30;;625
2011-07-31;;622
2011-08-01;;533
2011-08-02;;424
2011-08-03;;484
2011-08-04;;455
2011-08-05;;657
2011-08-06;;565
2011-08-07;;508
2011-08-08;;517
2011-08-09;;498
2011-08-10;;526
2011-08-11;;458
2011-08-12;;612
2011-08-13;;590
2011-08-14;;578
2011-08-15;;493
2011-08-16;;453
2011-08-17;;485
2011-08-18;;456
2011-08-19;;619
2011-08-20;;536
2011-08-21;;528
2011-08-22;;554
2011-08-23;;466
2011-08-24;;415
2011-08-25;;509
2011-08-26;;530
2011-08-27;;503
2011-08-28;;430
2011-08-29;;480
2011-08-30;;478
2011-08-31;;496
2011-09-01;;457
2011-09-02;;589
2011-09-03;;572
2011-09-04;;507
2011-09-05;;473
2011-09-06;;547
2011-09-07;;495
2011-09-08;;467
2011-09-09;;483
2011-09-10;;503
2011-09-11;;528
2011-09-12;;454
2011-09-13;;412
2011-09-14;;483
2011-09-15;;497
2011-09-16;;599
2011-09-17;;555
2011-09-18;;548
2011-09-19;;493
2011-09-20;;440
2011-09-21;;430
2011-09-22;;466
2011-09-23;;625
2011-09-24;;519
2011-09-25;;492
2011-09-26;;492
2011-09-27;;410
2011-09-28;;448
2011-09-29;;440
2011-09-30;;547
2011-10-01;;556
2011-10-02;;576
2011-10-03;;635
2011-10-04;;447
2011-10-05;;471
2011-10-06;;485
2011-10-07;;536
2011-10-08;;615
2011-10-09;;609
2011-10-10;;495
2011-10-11;;571
2011-10-12;;381
2011-10-13;;523
2011-10-14;;567
2011-10-15;;518
2011-10-16;;574
2011-10-17;;534
2011-10-18;;425
2011-10-19;;414
2011-10-20;;464
2011-10-21;;551
2011-10-22;;631
2011-10-23;;540
2011-10-24;;442
2011-10-25;;477
2011-10-26;;429
2011-10-27;;436
2011-10-28;;565
2011-10-29;;587
2011-10-30;;507
2011-10-31;;469
2011-11-01;;478
2011-11-02;;399
2011-11-03;;467
2011-11-04;;490
2011-11-05;;445
2011-11-06;;407
2011-11-07;;447
2011-11-08;;392
2011-11-09;;463
2011-11-10;;453
2011-11-11;;691
2011-11-12;;654
2011-11-13;;526
2011-11-14;;610
2011-11-15;;644
2011-11-16;;494
2011-11-17;;408
2011-11-18;;486
2011-11-19;;504
2011-11-20;;436
2011-11-21;;427
2011-11-22;;470
2011-11-23;;463
2011-11-24;;431
2011-11-25;;540
2011-11-26;;583
2011-11-27;;573
2011-11-28;;528
2011-11-29;;456
2011-11-30;;473
2011-12-01;;495
2011-12-02;;610
2011-12-03;;584
2011-12-04;;527
2011-12-05;;482
2011-12-06;;471
2011-12-07;;549
2011-12-08;;522
2011-12-09;;687
2011-12-10;;691
2011-12-11;;560
2011-12-12;;544
2011-12-13;;501
2011-12-14;;562
2011-12-15;;628
2011-12-16;;671
2011-12-17;;712
2011-12-18;;610
2011-12-19;;551
2011-12-20;;521
2011-12-21;;590
2011-12-22;;645
2011-12-23;;849
2011-12-24;;626
2011-12-25;;587
2011-12-26;;650
2011-12-27;;520
2011-12-28;;501
2011-12-29;;503
2011-12-30;;619
2011-12-31;;507
2012-01-01;;639
2012-01-02;;719
2012-01-03;;466
2012-01-04;;429
2012-01-05;;414
2012-01-06;;586
2012-01-07;;541
2012-01-08;;505
2012-01-09;;554
2012-01-10;;485
2012-01-11;;473
2012-01-12;;446
2012-01-13;;583
2012-01-14;;581
2012-01-15;;452
2012-01-16;;491
2012-01-17;;470
2012-01-18;;466
2012-01-19;;471
2012-01-20;;568
2012-01-21;;504
2012-01-22;;511
2012-01-23;;467
2012-01-24;;432
2012-01-25;;449
2012-01-26;;458
2012-01-27;;567
2012-01-28;;513
2012-01-29;;538
2012-01-30;;496
2012-01-31;;436
2012-02-01;;447
2012-02-02;;455
2012-02-03;;544
2012-02-04;;497
2012-02-05;;510
2012-02-06;;483
2012-02-07;;493
2012-02-08;;459
2012-02-09;;521
2012-02-10;;619
2012-02-11;;516
2012-02-12;;530
2012-02-13;;521
2012-02-14;;442
2012-02-15;;492
2012-02-16;;492
2012-02-17;;799
2012-02-18;;840
2012-02-19;;462
2012-02-20;;341
2012-02-21;;486
2012-02-22;;580
2012-02-23;;442
2012-02-24;;392
2012-02-25;;440
2012-02-26;;409
2012-02-27;;472
2012-02-28;;421
2012-02-29;;432
2012-03-01;;411
2012-03-02;;540
2012-03-03;;529
2012-03-04;;476
2012-03-05;;456
2012-03-06;;401
2012-03-07;;442
2012-03-08;;494
2012-03-09;;571
2012-03-10;;557
2012-03-11;;583
2012-03-12;;575
2012-03-13;;465
2012-03-14;;490
2012-03-15;;535
2012-03-16;;622
2012-03-17;;530
2012-03-18;;479
2012-03-19;;491
2012-03-20;;400
2012-03-21;;460
2012-03-22;;467
2012-03-23;;536
2012-03-24;;458
2012-03-25;;500
2012-03-26;;468
2012-03-27;;440
2012-03-28;;490
2012-03-29;;447
2012-03-30;;532
2012-03-31;;523
2012-04-01;;449
2012-04-02;;488
2012-04-03;;456
2012-04-04;;556
2012-04-05;;831
2012-04-06;;579
2012-04-07;;407
2012-04-08;;871
2012-04-09;;579
2012-04-10;;476
2012-04-11;;465
2012-04-12;;431
2012-04-13;;536
2012-04-14;;510
2012-04-15;;486
2012-04-16;;469
2012-04-17;;442
2012-04-18;;447
2012-04-19;;440
2012-04-20;;611
2012-04-21;;580
2012-04-22;;470
2012-04-23;;495
2012-04-24;;413
2012-04-25;;433
2012-04-26;;497
2012-04-27;;601
2012-04-28;;620
2012-04-29;;440
2012-04-30;;470
2012-05-01;;427
2012-05-02;;481
2012-05-03;;439
2012-05-04;;549
2012-05-05;;511
2012-05-06;;479
2012-05-07;;495
2012-05-08;;482
2012-05-09;;421
2012-05-10;;472
2012-05-11;;636
2012-05-12;;577
2012-05-13;;589
2012-05-14;;619
2012-05-15;;541
2012-05-16;;434
2012-05-17;;469
2012-05-18;;510
2012-05-19;;471
2012-05-20;;485
2012-05-21;;459
2012-05-22;;447
2012-05-23;;406
2012-05-24;;470
2012-05-25;;623
2012-05-26;;486
2012-05-27;;415
2012-05-28;;472
2012-05-29;;403
2012-05-30;;420
2012-05-31;;487
2012-06-01;;583
2012-06-02;;494
2012-06-03;;453
2012-06-04;;507
2012-06-05;;499
2012-06-06;;684
2012-06-07;;520
2012-06-08;;454
2012-06-09;;503
2012-06-10;;638
2012-06-11;;521
2012-06-12;;460
2012-06-13;;419
2012-06-14;;454
2012-06-15;;559
2012-06-16;;535
2012-06-17;;526
2012-06-18;;475
2012-06-19;;444
2012-06-20;;459
2012-06-21;;512
2012-06-22;;656
2012-06-23;;447
2012-06-24;;459
2012-06-25;;490
2012-06-26;;457
2012-06-27;;471
2012-06-28;;489
2012-06-29;;603
2012-06-30;;504
2012-07-01;;461
2012-07-02;;482
2012-07-03;;465
2012-07-04;;422
2012-07-05;;489
2012-07-06;;751
2012-07-07;;726
2012-07-08;;506
2012-07-09;;474
2012-07-10;;446
2012-07-11;;437
2012-07-12;;444
2012-07-13;;599
2012-07-14;;609
2012-07-15;;513
2012-07-16;;552
2012-07-17;;529
2012-07-18;;499
2012-07-19;;496
2012-07-20;;636
2012-07-21;;542
2012-07-22;;517
2012-07-23;;428
2012-07-24;;459
2012-07-25;;460
2012-07-26;;446
2012-07-27;;603
2012-07-28;;500
2012-07-29;;535
2012-07-30;;447
2012-07-31;;435
2012-08-01;;459
2012-08-02;;448
2012-08-03;;588
2012-08-04;;521
2012-08-05;;540
2012-08-06;;469
2012-08-07;;405
2012-08-08;;387
2012-08-09;;441
2012-08-10;;568
2012-08-11;;532
2012-08-12;;560
2012-08-13;;486
2012-08-14;;432
2012-08-15;;413
2012-08-16;;393
2012-08-17;;499
2012-08-18;;468
2012-08-19;;481
2012-08-20;;378
2012-08-21;;317
2012-08-22;;291
2012-08-23;;330
2012-08-24;;330
2012-08-25;;322
2012-08-26;;331
2012-08-27;;303
2012-08-28;;361
2012-08-29;;391
2012-08-30;;421
2012-08-31;;538
2012-09-01;;511
2012-09-02;;429
2012-09-03;;457
2012-09-04;;432
2012-09-05;;478
2012-09-06;;686
2012-09-07;;690
2012-09-08;;420
2012-09-09;;675
2012-09-10;;555
2012-09-11;;422
2012-09-12;;371
2012-09-13;;438
2012-09-14;;528
2012-09-15;;508
2012-09-16;;436
2012-09-17;;446
2012-09-18;;438
2012-09-19;;457
2012-09-20;;488
2012-09-21;;678
2012-09-22;;467
2012-09-23;;475
2012-09-24;;407
2012-09-25;;500
2012-09-26;;453
2012-09-27;;448
2012-09-28;;571
2012-09-29;;515
2012-09-30;;457
2012-10-01;;487
2012-10-02;;450
2012-10-03;;432
2012-10-04;;486
2012-10-05;;628
2012-10-06;;577
2012-10-07;;483
2012-10-08;;497
2012-10-09;;484
2012-10-10;;582
2012-10-11;;822
2012-10-12;;802
2012-10-13;;468
2012-10-14;;622
2012-10-15;;495
2012-10-16;;400
2012-10-17;;462
2012-10-18;;472
2012-10-19;;583
2012-10-20;;522
2012-10-21;;530
2012-10-22;;524
2012-10-23;;511
2012-10-24;;450
2012-10-25;;446
2012-10-26;;568
2012-10-27;;511
2012-10-28;;460
2012-10-29;;473
2012-10-30;;432
2012-10-31;;492
2012-11-01;;644
2012-11-02;;548
2012-11-03;;431
2012-11-04;;579
2012-11-05;;470
2012-11-06;;438
2012-11-07;;453
2012-11-08;;503
2012-11-09;;817
2012-11-10;;615
2012-11-11;;486
2012-11-12;;509
2012-11-13;;483
2012-11-14;;558
2012-11-15;;560
2012-11-16;;455
2012-11-17;;416
2012-11-18;;474
2012-11-19;;461
2012-11-20;;458
2012-11-21;;406
2012-11-22;;394
2012-11-23;;524
2012-11-24;;527
2012-11-25;;552
2012-11-26;;507
2012-11-27;;442
2012-11-28;;450
2012-11-29;;423
2012-11-30;;557
2012-12-01;;552
2012-12-02;;546
2012-12-03;;481
2012-12-04;;426
2012-12-05;;516
2012-12-06;;523
2012-12-07;;660
2012-12-08;;665
2012-12-09;;595
2012-12-10;;491
2012-12-11;;486
2012-12-12;;508
2012-12-13;;554
2012-12-14;;712
2012-12-15;;727
2012-12-16;;583
2012-12-17;;503
2012-12-18;;473
2012-12-19;;567
2012-12-20;;633
2012-12-21;;860
2012-12-22;;957
2012-12-23;;563
2012-12-24;;372
2012-12-25;;422
2012-12-26;;644
2012-12-27;;563
2012-12-28;;574
2012-12-29;;642
2012-12-30;;436
2012-12-31;;276
2013-01-01;;480
2013-01-02;;585
2013-01-03;;462
2013-01-04;;489
2013-01-05;;434
2013-01-06;;465
2013-01-07;;460
2013-01-08;;482
2013-01-09;;447
2013-01-10;;553
2013-01-11;;641
2013-01-12;;537
2013-01-13;;554
2013-01-14;;524
2013-01-15;;491
2013-01-16;;480
2013-01-17;;528
2013-01-18;;617
2013-01-19;;536
2013-01-20;;509
2013-01-21;;531
2013-01-22;;463
2013-01-23;;419
2013-01-24;;460
2013-01-25;;597
2013-01-26;;540
2013-01-27;;511
2013-01-28;;503
2013-01-29;;413
2013-01-30;;425
2013-01-31;;494
2013-02-01;;519
2013-02-02;;524
2013-02-03;;456
2013-02-04;;543
2013-02-05;;448
2013-02-06;;473
2013-02-07;;558
2013-02-08;;786
2013-02-09;;847
2013-02-10;;456
2013-02-11;;334
2013-02-12;;373
2013-02-13;;490
2013-02-14;;435
2013-02-15;;464
2013-02-16;;419
2013-02-17;;382
2013-02-18;;419
2013-02-19;;405
2013-02-20;;443
2013-02-21;;433
2013-02-22;;569
2013-02-23;;454
2013-02-24;;413
2013-02-25;;498
2013-02-26;;471
2013-02-27;;476
2013-02-28;;444
2013-03-01;;654
2013-03-02;;512
2013-03-03;;430
2013-03-04;;505
2013-03-05;;451
2013-03-06;;426
2013-03-07;;455
2013-03-08;;560
2013-03-09;;501
2013-03-10;;501
2013-03-11;;522
2013-03-12;;435
2013-03-13;;448
2013-03-14;;478
2013-03-15;;600
2013-03-16;;525
2013-03-17;;439
2013-03-18;;497
2013-03-19;;423
2013-03-20;;498
2013-03-21;;555
2013-03-22;;566
2013-03-23;;510
2013-03-24;;459
2013-03-25;;507
2013-03-26;;473
2013-03-27;;592
2013-03-28;;800
2013-03-29;;553
2013-03-30;;401
2013-03-31;;819
2013-04-01;;599
2013-04-02;;465
2013-04-03;;431
2013-04-04;;445
2013-04-05;;575
2013-04-06;;521
2013-04-07;;425
2013-04-08;;524
2013-04-09;;474
2013-04-10;;439
2013-04-11;;453
2013-04-12;;636
2013-04-13;;543
2013-04-14;;438
2013-04-15;;464
2013-04-16;;468
2013-04-17;;452
2013-04-18;;484
2013-04-19;;587
2013-04-20;;554
2013-04-21;;479
2013-04-22;;429
2013-04-23;;451
2013-04-24;;452
2013-04-25;;453
2013-04-26;;554
2013-04-27;;473
2013-04-28;;475
2013-04-29;;495
2013-04-30;;512
2013-05-01;;401
2013-05-02;;430
2013-05-03;;577
2013-05-04;;481
2013-05-05;;531
2013-05-06;;533
2013-05-07;;433
2013-05-08;;467
2013-05-09;;490
2013-05-10;;697
2013-05-11;;577
2013-05-12;;548
2013-05-13;;526
2013-05-14;;458
2013-05-15;;489
2013-05-16;;480
2013-05-17;;600
2013-05-18;;502
2013-05-19;;509
2013-05-20;;438
2013-05-21;;437
2013-05-22;;488
2013-05-23;;467
2013-05-24;;670
2013-05-25;;468
2013-05-26;;427
2013-05-27;;532
2013-05-28;;512
2013-05-29;;681
2013-05-30;;554
2013-05-31;;418
2013-06-01;;463
2013-06-02;;639
2013-06-03;;540
2013-06-04;;436
2013-06-05;;510
2013-06-06;;471
2013-06-07;;597
2013-06-08;;571
2013-06-09;;481
2013-06-10;;501
2013-06-11;;516
2013-06-12;;501
2013-06-13;;521
2013-06-14;;554
2013-06-15;;517
2013-06-16;;548
2013-06-17;;504
2013-06-18;;439
2013-06-19;;474
2013-06-20;;512
2013-06-21;;603
2013-06-22;;541
2013-06-23;;477
2013-06-24;;542
2013-06-25;;480
2013-06-26;;456
2013-06-27;;449
2013-06-28;;505
2013-06-29;;553
2013-06-30;;463
2013-07-01;;462
2013-07-02;;403
2013-07-03;;417
2013-07-04;;496
2013-07-05;;618
2013-07-06;;605
2013-07-07;;520
2013-07-08;;527
2013-07-09;;526
2013-07-10;;476
2013-07-11;;398
2013-07-12;;626
2013-07-13;;582
2013-07-14;;547
2013-07-15;;492
2013-07-16;;444
2013-07-17;;488
2013-07-18;;440
2013-07-19;;696
2013-07-20;;557
2013-07-21;;563
2013-07-22;;538
2013-07-23;;490
2013-07-24;;509
2013-07-25;;527
2013-07-26;;639
2013-07-27;;507
2013-07-28;;506
2013-07-29;;523
2013-07-30;;417
2013-07-31;;471
2013-08-01;;449
2013-08-02;;569
2013-08-03;;537
2013-08-04;;520
2013-08-05;;474
2013-08-06;;460
2013-08-07;;472
2013-08-08;;436
2013-08-09;;587
2013-08-10;;602
2013-08-11;;511
2013-08-12;;487
2013-08-13;;437
2013-08-14;;434
2013-08-15;;526
2013-08-16;;519
2013-08-17;;531
2013-08-18;;558
2013-08-19;;473
2013-08-20;;476
2013-08-21;;445
2013-08-22;;450
2013-08-23;;571
2013-08-24;;524
2013-08-25;;511
2013-08-26;;522
2013-08-27;;447
2013-08-28;;420
2013-08-29;;499
2013-08-30;;602
2013-08-31;;571
2013-09-01;;471
2013-09-02;;469
2013-09-03;;451
2013-09-04;;592
2013-09-05;;468
2013-09-06;;710
2013-09-07;;544
2013-09-08;;556
2013-09-09;;542
2013-09-10;;467
2013-09-11;;444
2013-09-12;;497
2013-09-13;;589
2013-09-14;;541
2013-09-15;;508
2013-09-16;;553
2013-09-17;;527
2013-09-18;;452
2013-09-19;;471
2013-09-20;;549
2013-09-21;;555
2013-09-22;;502
2013-09-23;;452
2013-09-24;;440
2013-09-25;;389
2013-09-26;;430
2013-09-27;;594
2013-09-28;;536
2013-09-29;;596
2013-09-30;;500
2013-10-01;;438
2013-10-02;;547
2013-10-03;;482
2013-10-04;;634
2013-10-05;;500
2013-10-06;;454
2013-10-07;;519
2013-10-08;;469
2013-10-09;;467
2013-10-10;;499
2013-10-11;;608
2013-10-12;;530
2013-10-13;;466
2013-10-14;;459
2013-10-15;;468
2013-10-16;;560
2013-10-17;;542
2013-10-18;;587
2013-10-19;;517
2013-10-20;;456
2013-10-21;;446
2013-10-22;;421
2013-10-23;;458
2013-10-24;;514
2013-10-25;;534
2013-10-26;;453
2013-10-27;;416
2013-10-28;;469
2013-10-29;;448
2013-10-30;;431
2013-10-31;;489
2013-11-01;;578
2013-11-02;;475
2013-11-03;;489
2013-11-04;;504
2013-11-05;;487
2013-11-06;;593
2013-11-07;;505
2013-11-08;;617
2013-11-09;;539
2013-11-10;;486
2013-11-11;;534
2013-11-12;;456
2013-11-13;;497
2013-11-14;;662
2013-11-15;;649
2013-11-16;;426
2013-11-17;;750
2013-11-18;;550
2013-11-19;;478
2013-11-20;;437
2013-11-21;;492
2013-11-22;;557
2013-11-23;;547
2013-11-24;;517
2013-11-25;;614
2013-11-26;;538
2013-11-27;;433
2013-11-28;;481
2013-11-29;;561
2013-11-30;;619
2013-12-01;;533
2013-12-02;;555
2013-12-03;;451
2013-12-04;;477
2013-12-05;;573
2013-12-06;;587
2013-12-07;;614
2013-12-08;;524
2013-12-09;;545
2013-12-10;;463
2013-12-11;;534
2013-12-12;;538
2013-12-13;;618
2013-12-14;;630
2013-12-15;;598
2013-12-16;;525
2013-12-17;;531
2013-12-18;;560
2013-12-19;;586
2013-12-20;;789
2013-12-21;;914
2013-12-22;;723
2013-12-23;;679
2013-12-24;;468
2013-12-25;;385
2013-12-26;;532
2013-12-27;;508
2013-12-28;;547
2013-12-29;;404
2013-12-30;;435
2013-12-31;;350
2014-01-01;;434
2014-01-02;;495
2014-01-03;;562
2014-01-04;;516
2014-01-05;;464
2014-01-06;;461
2014-01-07;;419
2014-01-08;;431
2014-01-09;;455
2014-01-10;;557
2014-01-11;;526
2014-01-12;;487
2014-01-13;;527
2014-01-14;;426
2014-01-15;;474
2014-01-16;;494
2014-01-17;;630
2014-01-18;;498
2014-01-19;;463
2014-01-20;;507
2014-01-21;;417
2014-01-22;;476
2014-01-23;;486
2014-01-24;;629
2014-01-25;;473
2014-01-26;;460
2014-01-27;;450
2014-01-28;;437
2014-01-29;;430
2014-01-30;;445
2014-01-31;;561
2014-02-01;;489
2014-02-02;;450
2014-02-03;;494
2014-02-04;;431
2014-02-05;;439
2014-02-06;;480
2014-02-07;;536
2014-02-08;;547
2014-02-09;;521
2014-02-10;;463
2014-02-11;;450
2014-02-12;;473
2014-02-13;;464
2014-02-14;;666
2014-02-15;;593
2014-02-16;;519
2014-02-17;;571
2014-02-18;;432
2014-02-19;;394
2014-02-20;;445
2014-02-21;;510
2014-02-22;;494
2014-02-23;;481
2014-02-24;;484
2014-02-25;;422
2014-02-26;;443
2014-02-27;;548
2014-02-28;;766
2014-03-01;;883
2014-03-02;;449
2014-03-03;;316
2014-03-04;;453
2014-03-05;;526
2014-03-06;;447
2014-03-07;;514
2014-03-08;;519
2014-03-09;;378
2014-03-10;;429
2014-03-11;;433
2014-03-12;;430
2014-03-13;;480
2014-03-14;;548
2014-03-15;;505
2014-03-16;;446
2014-03-17;;504
2014-03-18;;433
2014-03-19;;422
2014-03-20;;432
2014-03-21;;551
2014-03-22;;475
2014-03-23;;480
2014-03-24;;453
2014-03-25;;407
2014-03-26;;418
2014-03-27;;468
2014-03-28;;569
2014-03-29;;467
2014-03-30;;499
2014-03-31;;466
2014-04-01;;439
2014-04-02;;456
2014-04-03;;465
2014-04-04;;568
2014-04-05;;521
2014-04-06;;491
2014-04-07;;450
2014-04-08;;427
2014-04-09;;444
2014-04-10;;402
2014-04-11;;500
2014-04-12;;501
2014-04-13;;502
2014-04-14;;527
2014-04-15;;478
2014-04-16;;571
2014-04-17;;754
2014-04-18;;637
2014-04-19;;379
2014-04-20;;366
2014-04-21;;715
2014-04-22;;534
2014-04-23;;407
2014-04-24;;489
2014-04-25;;447
2014-04-26;;422
2014-04-27;;408
2014-04-28;;458
2014-04-29;;418
2014-04-30;;509
2014-05-01;;419
2014-05-02;;452
2014-05-03;;415
2014-05-04;;451
2014-05-05;;416
2014-05-06;;435
2014-05-07;;425
2014-05-08;;474
2014-05-09;;530
2014-05-10;;545
2014-05-11;;519
2014-05-12;;462
2014-05-13;;372
2014-05-14;;420
2014-05-15;;456
2014-05-16;;537
2014-05-17;;469
2014-05-18;;425
2014-05-19;;391
2014-05-20;;378
2014-05-21;;417
2014-05-22;;477
2014-05-23;;587
2014-05-24;;478
2014-05-25;;469
2014-05-26;;514
2014-05-27;;392
2014-05-28;;425
2014-05-29;;450
2014-05-30;;512
2014-05-31;;508
2014-06-01;;482
2014-06-02;;453
2014-06-03;;434
2014-06-04;;461
2014-06-05;;486
2014-06-06;;513
2014-06-07;;543
2014-06-08;;427
2014-06-09;;456
2014-06-10;;490
2014-06-11;;491
2014-06-12;;433
2014-06-13;;535
2014-06-14;;430
2014-06-15;;399
2014-06-16;;389
2014-06-17;;358
2014-06-18;;443
2014-06-19;;356
2014-06-20;;434
2014-06-21;;418
2014-06-22;;458
2014-06-23;;372
2014-06-24;;422
2014-06-25;;414
2014-06-26;;438
2014-06-27;;480
2014-06-28;;411
2014-06-29;;336
2014-06-30;;449
2014-07-01;;396
2014-07-02;;384
2014-07-03;;427
2014-07-04;;464
2014-07-05;;396
2014-07-06;;421
2014-07-07;;468
2014-07-08;;384
2014-07-09;;450
2014-07-10;;473
2014-07-11;;507
2014-07-12;;476
2014-07-13;;388
2014-07-14;;425
2014-07-15;;351
2014-07-16;;358
2014-07-17;;423
2014-07-18;;500
2014-07-19;;460
2014-07-20;;447
2014-07-21;;391
2014-07-22;;375
2014-07-23;;451
2014-07-24;;490
2014-07-25;;675
2014-07-26;;544
2014-07-27;;517
2014-07-28;;428
2014-07-29;;405
2014-07-30;;393
2014-07-31;;383
2014-08-01;;519
2014-08-02;;490
2014-08-03;;448
2014-08-04;;428
