data;total_multas;total_acidentes
2014-08-05;;433
2014-08-06;;427
2014-08-07;;438
2014-08-08;;515
2014-08-09;;518
2014-08-10;;521
2014-08-11;;409
2014-08-12;;429
2014-08-13;;415
2014-08-14;;443
2014-08-15;;504
2014-08-16;;501
2014-08-17;;474
2014-08-18;;426
2014-08-19;;370
2014-08-20;;372
2014-08-21;;428
2014-08-22;;492
2014-08-23;;456
2014-08-24;;468
2014-08-25;;419
2014-08-26;;381
2014-08-27;;409
2014-08-28;;412
2014-08-29;;497
2014-08-30;;438
2014-08-31;;481
2014-09-01;;455
2014-09-02;;428
2014-09-03;;446
2014-09-04;;428
2014-09-05;;575
2014-09-06;;523
2014-09-07;;473
2014-09-08;;472
2014-09-09;;431
2014-09-10;;381
2014-09-11;;422
2014-09-12;;522
2014-09-13;;475
2014-09-14;;456
2014-09-15;;447
2014-09-16;;388
2014-09-17;;378
2014-09-18;;432
2014-09-19;;543
2014-09-20;;505
2014-09-21;;508
2014-09-22;;448
2014-09-23;;434
2014-09-24;;408
2014-09-25;;381
2014-09-26;;512
2014-09-27;;440
2014-09-28;;439
2014-09-29;;435
2014-09-30;;411
2014-10-01;;394
2014-10-02;;424
2014-10-03;;478
2014-10-04;;509
2014-10-05;;440
2014-10-06;;455
2014-10-07;;410
2014-10-08;;404
2014-10-09;;419
2014-10-10;;487
2014-10-11;;528
2014-10-12;;519
2014-10-13;;445
2014-10-14;;365
2014-10-15;;386
2014-10-16;;441
2014-10-17;;487
2014-10-18;;482
2014-10-19;;504
2014-10-20;;461
2014-10-21;;438
2014-10-22;;400
2014-10-23;;382
2014-10-24;;471
2014-10-25;;505
2014-10-26;;549
2014-10-27;;420
2014-10-28;;402
2014-10-29;;388
2014-10-30;;422
2014-10-31;;490
2014-11-01;;473
2014-11-02;;460
2014-11-03;;427
2014-11-04;;362
2014-11-05;;410
2014-11-06;;400
2014-11-07;;526
2014-11-08;;489
2014-11-09;;465
2014-11-10;;442
2014-11-11;;339
2014-11-12;;446
2014-11-13;;478
2014-11-14;;611
2014-11-15;;488
2014-11-16;;471
2014-11-17;;452
2014-11-18;;380
2014-11-19;;372
2014-11-20;;405
2014-11-21;;483
2014-11-22;;442
2014-11-23;;504
2014-11-24;;429
2014-11-25;;441
2014-11-26;;389
2014-11-27;;388
2014-11-28;;537
2014-11-29;;446
2014-11-30;;482
2014-12-01;;440
2014-12-02;;393
2014-12-03;;382
2014-12-04;;438
2014-12-05;;574
2014-12-06;;542
2014-12-07;;474
2014-12-08;;432
2014-12-09;;406
2014-12-10;;444
2014-12-11;;458
2014-12-12;;526
2014-12-13;;551
2014-12-14;;512
2014-12-15;;427
2014-12-16;;398
2014-12-17;;414
2014-12-18;;508
2014-12-19;;626
2014-12-20;;731
2014-12-21;;603
2014-12-22;;594
2014-12-23;;625
2014-12-24;;484
2014-12-25;;319
2014-12-26;;431
2014-12-27;;366
2014-12-28;;394
2014-12-29;;352
2014-12-30;;414
2014-12-31;;379
2015-01-01;;298
2015-01-02;;362
2015-01-03;;403
2015-01-04;;453
2015-01-05;;369
2015-01-06;;306
2015-01-07;;339
2015-01-08;;344
2015-01-09;;429
2015-01-10;;410
2015-01-11;;452
2015-01-12;;384
2015-01-13;;386
2015-01-14;;365
2015-01-15;;381
2015-01-16;;452
2015-01-17;;429
2015-01-18;;400
2015-01-19;;424
2015-01-20;;342
2015-01-21;;376
2015-01-22;;424
2015-01-23;;457
2015-01-24;;442
2015-01-25;;466
2015-01-26;;415
2015-01-27;;362
2015-01-28;;357
2015-01-29;;368
2015-01-30;;426
2015-01-31;;409
2015-02-01;;347
2015-02-02;;411
2015-02-03;;405
2015-02-04;;377
2015-02-05;;423
2015-02-06;;489
2015-02-07;;473
2015-02-08;;462
2015-02-09;;433
2015-02-10;;383
2015-02-11;;420
2015-02-12;;389
2015-02-13;;599
2015-02-14;;618
2015-02-15;;385
2015-02-16;;336
2015-02-17;;390
2015-02-18;;520
2015-02-19;;388
2015-02-20;;328
2015-02-21;;346
2015-02-22;;332
2015-02-23;;359
2015-02-24;;315
2015-02-25;;316
2015-02-26;;363
2015-02-27;;420
2015-02-28;;395
2015-03-01;;382
2015-03-02;;378
2015-03-03;;343
2015-03-04;;413
2015-03-05;;401
2015-03-06;;478
2015-03-07;;486
2015-03-08;;431
2015-03-09;;468
2015-03-10;;393
2015-03-11;;387
2015-03-12;;355
2015-03-13;;396
2015-03-14;;391
2015-03-15;;359
2015-03-16;;386
2015-03-17;;350
2015-03-18;;360
2015-03-19;;343
2015-03-20;;480
2015-03-21;;508
2015-03-22;;411
2015-03-23;;407
2015-03-24;;319
2015-03-25;;347
2015-03-26;;344
2015-03-27;;450
2015-03-28;;433
2015-03-29;;430
2015-03-30;;439
2015-03-31;;380
2015-04-01;;415
2015-04-02;;579
2015-04-03;;378
2015-04-04;;321
2015-04-05;;620
2015-04-06;;484
2015-04-07;;356
2015-04-08;;350
2015-04-09;;358
2015-04-10;;398
2015-04-11;;421
2015-04-12;;384
2015-04-13;;367
2015-04-14;;339
2015-04-15;;363
2015-04-16;;394
2015-04-17;;449
2015-04-18;;444
2015-04-19;;354
2015-04-20;;355
2015-04-21;;357
2015-04-22;;469
2015-04-23;;426
2015-04-24;;354
2015-04-25;;359
2015-04-26;;366
2015-04-27;;362
2015-04-28;;346
2015-04-29;;392
2015-04-30;;504
2015-05-01;;418
2015-05-02;;355
2015-05-03;;436
2015-05-04;;437
2015-05-05;;387
2015-05-06;;402
2015-05-07;;378
2015-05-08;;483
2015-05-09;;476
2015-05-10;;485
2015-05-11;;490
2015-05-12;;359
2015-05-13;;372
2015-05-14;;421
2015-05-15;;447
2015-05-16;;434
2015-05-17;;380
2015-05-18;;391
2015-05-19;;397
2015-05-20;;398
2015-05-21;;389
2015-05-22;;424
2015-05-23;;441
2015-05-24;;360
2015-05-25;;423
2015-05-26;;367
2015-05-27;;348
2015-05-28;;343
2015-05-29;;450
2015-05-30;;382
2015-05-31;;434
2015-06-01;;384
2015-06-02;;358
2015-06-03;;438
2015-06-04;;378
2015-06-05;;403
2015-06-06;;353
2015-06-07;;436
2015-06-08;;397
2015-06-09;;349
2015-06-10;;361
2015-06-11;;352
2015-06-12;;443
2015-06-13;;378
2015-06-14;;387
2015-06-15;;373
2015-06-16;;350
2015-06-17;;286
2015-06-18;;348
2015-06-19;;415
2015-06-20;;365
2015-06-21;;321
2015-06-22;;347
2015-06-23;;335
2015-06-24;;294
2015-06-25;;315
2015-06-26;;348
2015-06-27;;316
2015-06-28;;293
2015-06-29;;272
2015-06-30;;286
2015-07-01;;239
2015-07-02;;240
2015-07-03;;317
2015-07-04;;345
2015-07-05;;318
2015-07-06;;258
2015-07-07;;254
2015-07-08;;281
2015-07-09;;252
2015-07-10;;310
2015-07-11;;303
2015-07-12;;310
2015-07-13;;255
2015-07-14;;236
2015-07-15;;263
2015-07-16;;269
2015-07-17;;291
2015-07-18;;311
2015-07-19;;338
2015-07-20;;282
2015-07-21;;227
2015-07-22;;280
2015-07-23;;257
2015-07-24;;280
2015-07-25;;325
2015-07-26;;322
2015-07-27;;256
2015-07-28;;223
2015-07-29;;222
2015-07-30;;225
2015-07-31;;303
2015-08-01;;339
2015-08-02;;299
2015-08-03;;260
2015-08-04;;193
2015-08-05;;225
2015-08-06;;261
2015-08-07;;289
2015-08-08;;356
2015-08-09;;334
2015-08-10;;238
2015-08-11;;217
2015-08-12;;244
2015-08-13;;227
2015-08-14;;268
2015-08-15;;306
2015-08-16;;272
2015-08-17;;241
2015-08-18;;234
2015-08-19;;243
2015-08-20;;251
2015-08-21;;300
2015-08-22;;297
2015-08-23;;292
2015-08-24;;264
2015-08-25;;238
2015-08-26;;213
2015-08-27;;227
2015-08-28;;269
2015-08-29;;278
2015-08-30;;285
2015-08-31;;254
2015-09-01;;227
2015-09-02;;218
2015-09-03;;287
2015-09-04;;362
2015-09-05;;401
2015-09-06;;344
2015-09-07;;339
2015-09-08;;376
2015-09-09;;243
2015-09-10;;250
2015-09-11;;278
2015-09-12;;318
2015-09-13;;259
2015-09-14;;243
2015-09-15;;178
2015-09-16;;202
2015-09-17;;239
2015-09-18;;294
2015-09-19;;295
2015-09-20;;302
2015-09-21;;220
2015-09-22;;208
2015-09-23;;193
2015-09-24;;225
2015-09-25;;303
2015-09-26;;328
2015-09-27;;303
2015-09-28;;207
2015-09-29;;199
2015-09-30;;208
2015-10-01;;236
2015-10-02;;290
2015-10-03;;274
2015-10-04;;279
2015-10-05;;228
2015-10-06;;217
2015-10-07;;268
2015-10-08;;258
2015-10-09;;348
2015-10-10;;335
2015-10-11;;286
2015-10-12;;280
2015-10-13;;238
2015-10-14;;233
2015-10-15;;233
2015-10-16;;263
2015-10-17;;250
2015-10-18;;260
2015-10-19;;212
2015-10-20;;225
2015-10-21;;226
2015-10-22;;280
2015-10-23;;255
2015-10-24;;268
2015-10-25;;278
2015-10-26;;242
2015-10-27;;237
2015-10-28;;259
2015-10-29;;275
2015-10-30;;325
2015-10-31;;329
2015-11-01;;285
2015-11-02;;308
2015-11-03;;258
2015-11-04;;228
2015-11-05;;219
2015-11-06;;273
2015-11-07;;308
2015-11-08;;306
2015-11-09;;246
2015-11-10;;204
2015-11-11;;239
2015-11-12;;216
2015-11-13;;272
2015-11-14;;285
2015-11-15;;334
2015-11-16;;273
2015-11-17;;255
2015-11-18;;219
2015-11-19;;276
2015-11-20;;335
2015-11-21;;297
2015-11-22;;301
2015-11-23;;281
2015-11-24;;234
2015-11-25;;219
2015-11-26;;245
2015-11-27;;297
2015-11-28;;307
2015-11-29;;316
2015-11-30;;241
2015-12-01;;226
2015-12-02;;255
2015-12-03;;255
2015-12-04;;297
2015-12-05;;357
2015-12-06;;332
2015-12-07;;268
2015-12-08;;214
2015-12-09;;239
2015-12-10;;274
2015-12-11;;308
2015-12-12;;325
2015-12-13;;316
2015-12-14;;274
2015-12-15;;238
2015-12-16;;231
2015-12-17;;265
2015-12-18;;381
2015-12-19;;425
2015-12-20;;397
2015-12-21;;307
2015-12-22;;297
2015-12-23;;387
2015-12-24;;426
2015-12-25;;311
2015-12-26;;297
2015-12-27;;380
2015-12-28;;293
2015-12-29;;284
2015-12-30;;339
2015-12-31;;289
2016-01-01;;291
2016-01-02;;319
2016-01-03;;395
2016-01-04;;311
2016-01-05;;213
2016-01-06;;205
2016-01-07;;239
2016-01-08;;298
2016-01-09;;358
2016-01-10;;334
2016-01-11;;318
2016-01-12;;286
2016-01-13;;248
2016-01-14;;282
2016-01-15;;342
2016-01-16;;339
2016-01-17;;333
2016-01-18;;299
2016-01-19;;240
2016-01-20;;243
2016-01-21;;279
2016-01-22;;287
2016-01-23;;294
2016-01-24;;287
2016-01-25;;263
2016-01-26;;222
2016-01-27;;232
2016-01-28;;269
2016-01-29;;308
2016-01-30;;290
2016-01-31;;328
2016-02-01;;284
2016-02-02;;233
2016-02-03;;239
2016-02-04;;259
2016-02-05;;341
2016-02-06;;441
2016-02-07;;280
2016-02-08;;217
2016-02-09;;229
2016-02-10;;289
2016-02-11;;256
2016-02-12;;251
2016-02-13;;237
2016-02-14;;234
2016-02-15;;230
2016-02-16;;222
2016-02-17;;255
2016-02-18;;228
2016-02-19;;293
2016-02-20;;309
2016-02-21;;299
2016-02-22;;254
2016-02-23;;207
2016-02-24;;231
2016-02-25;;231
2016-02-26;;239
2016-02-27;;296
2016-02-28;;275
2016-02-29;;284
2016-03-01;;224
2016-03-02;;248
2016-03-03;;246
2016-03-04;;285
2016-03-05;;276
2016-03-06;;305
2016-03-07;;228
2016-03-08;;209
2016-03-09;;242
2016-03-10;;240
2016-03-11;;306
2016-03-12;;343
2016-03-13;;293
2016-03-14;;264
2016-03-15;;224
2016-03-16;;244
2016-03-17;;254
2016-03-18;;294
2016-03-19;;304
2016-03-20;;297
2016-03-21;;228
2016-03-22;;269
2016-03-23;;251
2016-03-24;;362
2016-03-25;;325
2016-03-26;;245
2016-03-27;;372
2016-03-28;;255
2016-03-29;;221
2016-03-30;;202
2016-03-31;;218
2016-04-01;;288
2016-04-02;;303
2016-04-03;;298
2016-04-04;;220
2016-04-05;;235
2016-04-06;;218
2016-04-07;;241
2016-04-08;;310
2016-04-09;;295
2016-04-10;;316
2016-04-11;;275
2016-04-12;;229
2016-04-13;;226
2016-04-14;;237
2016-04-15;;279
2016-04-16;;303
2016-04-17;;285
2016-04-18;;230
2016-04-19;;237
2016-04-20;;262
2016-04-21;;250
2016-04-22;;229
2016-04-23;;244
2016-04-24;;296
2016-04-25;;253
2016-04-26;;241
2016-04-27;;247
2016-04-28;;258
2016-04-29;;361
2016-04-30;;291
2016-05-01;;268
2016-05-02;;246
2016-05-03;;216
2016-05-04;;222
2016-05-05;;239
2016-05-06;;336
2016-05-07;;319
2016-05-08;;361
2016-05-09;;250
2016-05-10;;206
2016-05-11;;216
2016-05-12;;247
2016-05-13;;266
2016-05-14;;312
2016-05-15;;275
2016-05-16;;247
2016-05-17;;215
2016-05-18;;237
2016-05-19;;255
2016-05-20;;321
2016-05-21;;301
2016-05-22;;313
2016-05-23;;219
2016-05-24;;215
2016-05-25;;290
2016-05-26;;259
2016-05-27;;241
2016-05-28;;256
2016-05-29;;318
2016-05-30;;258
2016-05-31;;203
2016-06-01;;257
2016-06-02;;285
2016-06-03;;317
2016-06-04;;342
2016-06-05;;298
2016-06-06;;249
2016-06-07;;257
2016-06-08;;229
2016-06-09;;241
2016-06-10;;287
2016-06-11;;261
2016-06-12;;276
2016-06-13;;236
2016-06-14;;215
2016-06-15;;219
2016-06-16;;255
2016-06-17;;301
2016-06-18;;345
2016-06-19;;297
2016-06-20;;231
2016-06-21;;212
2016-06-22;;252
2016-06-23;;232
2016-06-24;;266
2016-06-25;;271
2016-06-26;;248
2016-06-27;;254
2016-06-28;;215
2016-06-29;;227
2016-06-30;;241
2016-07-01;;282
2016-07-02;;306
2016-07-03;;292
2016-07-04;;239
2016-07-05;;206
2016-07-06;;251
2016-07-07;;229
2016-07-08;;300
2016-07-09;;322
2016-07-10;;309
2016-07-11;;227
2016-07-12;;217
2016-07-13;;233
2016-07-14;;238
2016-07-15;;293
2016-07-16;;335
2016-07-17;;301
2016-07-18;;234
2016-07-19;;209
2016-07-20;;226
2016-07-21;;253
2016-07-22;;273
2016-07-23;;292
2016-07-24;;288
2016-07-25;;263
2016-07-26;;207
2016-07-27;;211
2016-07-28;;218
2016-07-29;;259
2016-07-30;;306
2016-07-31;;306
2016-08-01;;244
2016-08-02;;230
2016-08-03;;197
2016-08-04;;220
2016-08-05;;289
2016-08-06;;280
2016-08-07;;322
2016-08-08;;246
2016-08-09;;205
2016-08-10;;252
2016-08-11;;220
2016-08-12;;266
2016-08-13;;326
2016-08-14;;301
2016-08-15;;319
2016-08-16;;252
2016-08-17;;233
2016-08-18;;229
2016-08-19;;283
2016-08-20;;367
2016-08-21;;301
2016-08-22;;224
2016-08-23;;212
2016-08-24;;203
2016-08-25;;237
2016-08-26;;276
2016-08-27;;305
2016-08-28;;296
2016-08-29;;223
2016-08-30;;226
2016-08-31;;257
2016-09-01;;209
2016-09-02;;268
2016-09-03;;291
2016-09-04;;291
2016-09-05;;234
2016-09-06;;223
2016-09-07;;239
2016-09-08;;218
2016-09-09;;251
2016-09-10;;274
2016-09-11;;285
2016-09-12;;240
2016-09-13;;204
2016-09-14;;188
2016-09-15;;207
2016-09-16;;263
2016-09-17;;307
2016-09-18;;321
2016-09-19;;208
2016-09-20;;226
2016-09-21;;212
2016-09-22;;234
2016-09-23;;245
2016-09-24;;307
2016-09-25;;335
2016-09-26;;225
2016-09-27;;181
2016-09-28;;207
2016-09-29;;233
2016-09-30;;301
2016-10-01;;370
2016-10-02;;274
2016-10-03;;328
2016-10-04;;275
2016-10-05;;242
2016-10-06;;264
2016-10-07;;287
2016-10-08;;326
2016-10-09;;311
2016-10-10;;229
2016-10-11;;238
2016-10-12;;250
2016-10-13;;228
2016-10-14;;278
2016-10-15;;275
2016-10-16;;268
2016-10-17;;219
2016-10-18;;200
2016-10-19;;218
2016-10-20;;240
2016-10-21;;278
2016-10-22;;327
2016-10-23;;259
2016-10-24;;187
2016-10-25;;199
2016-10-26;;195
2016-10-27;;249
2016-10-28;;260
2016-10-29;;298
2016-10-30;;216
2016-10-31;;223
2016-11-01;;202
2016-11-02;;202
2016-11-03;;233
2016-11-04;;257
2016-11-05;;288
2016-11-06;;233
2016-11-07;;254
2016-11-08;;242
2016-11-09;;216
2016-11-10;;239
2016-11-11;;275
2016-11-12;;369
2016-11-13;;370
2016-11-14;;267
2016-11-15;;258
2016-11-16;;241
2016-11-17;;208
2016-11-18;;224
2016-11-19;;221
2016-11-20;;251
2016-11-21;;191
2016-11-22;;207
2016-11-23;;213
2016-11-24;;212
2016-11-25;;267
2016-11-26;;260
2016-11-27;;291
2016-11-28;;237
2016-11-29;;214
2016-11-30;;211
2016-12-01;;217
2016-12-02;;240
2016-12-03;;341
2016-12-04;;331
2016-12-05;;254
2016-12-06;;196
2016-12-07;;186
2016-12-08;;268
2016-12-09;;296
2016-12-10;;352
2016-12-11;;317
2016-12-12;;276
2016-12-13;;246
2016-12-14;;265
2016-12-15;;298
2016-12-16;;270
2016-12-17;;358
2016-12-18;;305
2016-12-19;;257
2016-12-20;;259
2016-12-21;;260
2016-12-22;;313
2016-12-23;;383
2016-12-24;;328
2016-12-25;;307
2016-12-26;;263
2016-12-27;;226
2016-12-28;;270
2016-12-29;;256
2016-12-30;;262
2016-12-31;;236
2017-01-01;;314
2017-01-02;;260
2017-01-03;;233
2017-01-04;;229
2017-01-05;;210
2017-01-06;;239
2017-01-07;;259
2017-01-08;;278
2017-01-09;;245
2017-01-10;;190
2017-01-11;;241
2017-01-12;;227
2017-01-13;;273
2017-01-14;;277
2017-01-15;;327
2017-01-16;;228
2017-01-17;;189
2017-01-18;;206
2017-01-19;;222
2017-01-20;;267
2017-01-21;;243
2017-01-22;;276
2017-01-23;;215
2017-01-24;;194
2017-01-25;;220
2017-01-26;;239
2017-01-27;;232
2017-01-28;;224
2017-01-29;;260
2017-01-30;;221
2017-01-31;;196
2017-02-01;;199
2017-02-02;;216
2017-02-03;;291
2017-02-04;;281
2017-02-05;;299
2017-02-06;;240
2017-02-07;;219
2017-02-08;;203
2017-02-09;;225
2017-02-10;;264
2017-02-11;;314
2017-02-12;;262
2017-02-13;;263
2017-02-14;;212
2017-02-15;;194
2017-02-16;;211
2017-02-17;;276
2017-02-18;;298
2017-02-19;;270
2017-02-20;;212
2017-02-21;;184
2017-02-22;;191
2017-02-23;;254
2017-02-24;;347
2017-02-25;;409
2017-02-26;;295
2017-02-27;;208
2017-02-28;;240
2017-03-01;;245
2017-03-02;;216
2017-03-03;;217
2017-03-04;;235
2017-03-05;;258
2017-03-06;;237
2017-03-07;;219
2017-03-08;;221
2017-03-09;;226
2017-03-10;;271
2017-03-11;;287
2017-03-12;;284
2017-03-13;;235
2017-03-14;;196
2017-03-15;;235
2017-03-16;;244
2017-03-17;;283
2017-03-18;;303
2017-03-19;;318
2017-03-20;;239
2017-03-21;;191
2017-03-22;;216
2017-03-23;;196
2017-03-24;;245
2017-03-25;;277
2017-03-26;;280
2017-03-27;;239
2017-03-28;;229
2017-03-29;;206
2017-03-30;;212
2017-03-31;;234
2017-04-01;;292
2017-04-02;;264
2017-04-03;;227
2017-04-04;;188
2017-04-05;;211
2017-04-06;;270
2017-04-07;;275
2017-04-08;;355
2017-04-09;;280
2017-04-10;;268
2017-04-11;;240
2017-04-12;;241
2017-04-13;;340
2017-04-14;;233
2017-04-15;;241
2017-04-16;;301
2017-04-17;;267
2017-04-18;;210
2017-04-19;;190
2017-04-20;;292
2017-04-21;;306
2017-04-22;;275
2017-04-23;;259
2017-04-24;;232
2017-04-25;;181
2017-04-26;;233
2017-04-27;;255
2017-04-28;;279
2017-04-29;;291
2017-04-30;;266
2017-05-01;;224
2017-05-02;;220
2017-05-03;;209
2017-05-04;;212
2017-05-05;;276
2017-05-06;;301
2017-05-07;;270
2017-05-08;;229
2017-05-09;;212
2017-05-10;;210
2017-05-11;;217
2017-05-12;;279
2017-05-13;;287
2017-05-14;;308
2017-05-15;;240
2017-05-16;;248
2017-05-17;;228
2017-05-18;;224
2017-05-19;;390
2017-05-20;;329
2017-05-21;;314
2017-05-22;;238
2017-05-23;;215
2017-05-24;;198
2017-05-25;;237
2017-05-26;;231
2017-05-27;;312
2017-05-28;;273
2017-05-29;;216
2017-05-30;;199
2017-05-31;;211
2017-06-01;;227
2017-06-02;;273
2017-06-03;;266
2017-06-04;;272
2017-06-05;;275
2017-06-06;;226
2017-06-07;;221
2017-06-08;;229
2017-06-09;;270
2017-06-10;;319
2017-06-11;;251
2017-06-12;;260
2017-06-13;;236
2017-06-14;;264
2017-06-15;;248
2017-06-16;;213
2017-06-17;;275
2017-06-18;;282
2017-06-19;;249
2017-06-20;;204
2017-06-21;;193
2017-06-22;;224
2017-06-23;;293
2017-06-24;;315
2017-06-25;;252
2017-06-26;;213
2017-06-27;;219
2017-06-28;;226
2017-06-29;;237
2017-06-30;;285
2017-07-01;;287
2017-07-02;;281
2017-07-03;;238
2017-07-04;;220
2017-07-05;;195
2017-07-06;;229
2017-07-07;;273
2017-07-08;;297
2017-07-09;;298
2017-07-10;;240
2017-07-11;;176
2017-07-12;;212
2017-07-13;;212
2017-07-14;;236
2017-07-15;;274
2017-07-16;;261
2017-07-17;;229
2017-07-18;;184
2017-07-19;;191
2017-07-20;;158
2017-07-21;;261
2017-07-22;;258
2017-07-23;;277
2017-07-24;;212
2017-07-25;;172
2017-07-26;;185
2017-07-27;;232
2017-07-28;;236
2017-07-29;;299
2017-07-30;;284
2017-07-31;;212
2017-08-01;;176
2017-08-02;;191
2017-08-03;;188
2017-08-04;;259
2017-08-05;;266
2017-08-06;;247
2017-08-07;;204
2017-08-08;;197
2017-08-09;;184
2017-08-10;;207
2017-08-11;;257
2017-08-12;;277
2017-08-13;;314
2017-08-14;;197
2017-08-15;;213
2017-08-16;;228
2017-08-17;;209
2017-08-18;;265
2017-08-19;;281
2017-08-20;;295
2017-08-21;;220
2017-08-22;;216
2017-08-23;;192
2017-08-24;;190
2017-08-25;;238
2017-08-26;;277
2017-08-27;;271
2017-08-28;;230
2017-08-29;;193
2017-08-30;;191
2017-08-31;;212
2017-09-01;;249
2017-09-02;;303
2017-09-03;;290
2017-09-04;;228
2017-09-05;;217
2017-09-06;;236
2017-09-07;;234
2017-09-08;;231
2017-09-09;;224
2017-09-10;;298
2017-09-11;;221
2017-09-12;;178
2017-09-13;;180
2017-09-14;;199
2017-09-15;;247
2017-09-16;;262
2017-09-17;;272
2017-09-18;;225
2017-09-19;;184
2017-09-20;;192
2017-09-21;;208
2017-09-22;;251
2017-09-23;;248
2017-09-24;;272
2017-09-25;;196
2017-09-26;;187
2017-09-27;;180
2017-09-28;;250
2017-09-29;;306
2017-09-30;;366
2017-10-01;;263
2017-10-02;;272
2017-10-03;;228
2017-10-04;;198
2017-10-05;;200
2017-10-06;;260
2017-10-07;;305
2017-10-08;;302
2017-10-09;;222
2017-10-10;;188
2017-10-11;;259
2017-10-12;;264
2017-10-13;;224
2017-10-14;;224
2017-10-15;;292
2017-10-16;;249
2017-10-17;;200
2017-10-18;;208
2017-10-19;;185
2017-10-20;;230
2017-10-21;;270
2017-10-22;;261
2017-10-23;;234
2017-10-24;;186
2017-10-25;;191
2017-10-26;;224
2017-10-27;;268
2017-10-28;;286
2017-10-29;;250
2017-10-30;;228
2017-10-31;;220
2017-11-01;;217
2017-11-02;;185
2017-11-03;;213
2017-11-04;;231
2017-11-05;;245
2017-11-06;;214
2017-11-07;;208
2017-11-08;;182
2017-11-09;;216
2017-11-10;;275
2017-11-11;;301
2017-11-12;;236
2017-11-13;;212
2017-11-14;;231
2017-11-15;;200
2017-11-16;;210
2017-11-17;;218
2017-11-18;;334
2017-11-19;;308
2017-11-20;;259
2017-11-21;;213
2017-11-22;;210
2017-11-23;;213
2017-11-24;;241
2017-11-25;;283
2017-11-26;;270
2017-11-27;;232
2017-11-28;;191
2017-11-29;;206
2017-11-30;;219
2017-12-01;;322
2017-12-02;;299
2017-12-03;;264
2017-12-04;;268
2017-12-05;;187
2017-12-06;;236
2017-12-07;;238
2017-12-08;;304
2017-12-09;;314
2017-12-10;;299
2017-12-11;;216
2017-12-12;;214
2017-12-13;;213
2017-12-14;;244
2017-12-15;;275
2017-12-16;;343
2017-12-17;;315
2017-12-18;;256
2017-12-19;;237
2017-12-20;;248
2017-12-21;;320
2017-12-22;;397
2017-12-23;;449
2017-12-24;;320
2017-12-25;;281
2017-12-26;;259
2017-12-27;;264
2017-12-28;;232
2017-12-29;;271
2017-12-30;;352
2017-12-31;;187
2018-01-01;;222
2018-01-02;;253
2018-01-03;;216
2018-01-04;;246
2018-01-05;;254
2018-01-06;;275
2018-01-07;;230
2018-01-08;;244
2018-01-09;;187
2018-01-10;;206
2018-01-11;;200
2018-01-12;;232
2018-01-13;;251
2018-01-14;;279
2018-01-15;;215
2018-01-16;;167
2018-01-17;;171
2018-01-18;;215
2018-01-19;;245
2018-01-20;;234
2018-01-21;;270
2018-01-22;;210
2018-01-23;;190
2018-01-24;;165
2018-01-25;;192
2018-01-26;;231
2018-01-27;;240
2018-01-28;;240
2018-01-29;;247
2018-01-30;;200
2018-01-31;;214
2018-02-01;;230
2018-02-02;;233
2018-02-03;;267
2018-02-04;;229
2018-02-05;;213
2018-02-06;;195
2018-02-07;;195
2018-02-08;;200
2018-02-09;;313
2018-02-10;;325
2018-02-11;;252
2018-02-12;;188
2018-02-13;;244
2018-02-14;;203
2018-02-15;;176
2018-02-16;;188
2018-02-17;;192
2018-02-18;;206
2018-02-19;;225
2018-02-20;;188
2018-02-21;;207
2018-02-22;;216
2018-02-23;;214
2018-02-24;;230
2018-02-25;;244
2018-02-26;;205
2018-02-27;;203
2018-02-28;;212
2018-03-01;;189
2018-03-02;;232
2018-03-03;;244
2018-03-04;;242
2018-03-05;;182
2018-03-06;;197
2018-03-07;;203
2018-03-08;;203
2018-03-09;;234
2018-03-10;;267
2018-03-11;;240
2018-03-12;;200
2018-03-13;;176
2018-03-14;;193
2018-03-15;;207
2018-03-16;;259
2018-03-17;;231
2018-03-18;;224
2018-03-19;;190
2018-03-20;;196
2018-03-21;;188
2018-03-22;;182
2018-03-23;;240
2018-03-24;;257
2018-03-25;;243
2018-03-26;;217
2018-03-27;;195
2018-03-28;;204
2018-03-29;;265
2018-03-30;;197
2018-03-31;;187
2018-04-01;;234
2018-04-02;;199
2018-04-03;;159
2018-04-04;;154
2018-04-05;;164
2018-04-06;;203
2018-04-07;;236
2018-04-08;;212
2018-04-09;;175
2018-04-10;;155
2018-04-11;;136
2018-04-12;;170
2018-04-13;;219
2018-04-14;;226
2018-04-15;;244
2018-04-16;;165
2018-04-17;;162
2018-04-18;;141
2018-04-19;;153
2018-04-20;;188
2018-04-21;;214
2018-04-22;;219
2018-04-23;;178
2018-04-24;;152
2018-04-25;;152
2018-04-26;;162
2018-04-27;;205
2018-04-28;;202
2018-04-29;;194
2018-04-30;;157
2018-05-01;;179
2018-05-02;;183
2018-05-03;;163
2018-05-04;;202
2018-05-05;;179
2018-05-06;;204
2018-05-07;;184
2018-05-08;;171
2018-05-09;;169
2018-05-10;;159
2018-05-11;;219
2018-05-12;;195
2018-05-13;;220
2018-05-14;;174
2018-05-15;;147
2018-05-16;;156
2018-05-17;;153
2018-05-18;;174
2018-05-19;;206
2018-05-20;;199
2018-05-21;;123
2018-05-22;;125
2018-05-23;;134
2018-05-24;;108
2018-05-25;;99
2018-05-26;;83
2018-05-27;;96
2018-05-28;;95
2018-05-29;;75
2018-05-30;;116
2018-05-31;;129
2018-06-01;;154
2018-06-02;;211
